,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
13292,आसूँ,आसूँ,n,NN,m,pl,3,0
13293,बहाती,बहा,v,VM,f,sg,2,ता_है+ओ
13294,हो,है,v,VAUX,any,sg,2,ओ
13295,।,।,punc,SYM,-,-,-,-
13296,।,।,punc,SYM,-,-,-,-
13297,हमें,हम,pn,PRP,any,pl,1,को
13298,तो,तो,avy,RP,-,-,-,-
13299,वैसे,वैसा,pn,PRP,m,sg,3,0
13300,भी,भी,avy,RP,-,-,-,-
13301,हिस्से,हिस्सा,n,NN,m,sg,3,0_का
13302,की,का,psp,PSP,f,sg,-,-
13303,दरकार,दरकार,n,NN,f,sg,3,0
13304,नहीं,नहीं,avy,NEG,-,-,-,-
13305,थी,था,v,VM,f,sg,any,था
13306,थी,था,v,VM,f,sg,any,था
13307,न,न,avy,NEG,-,-,-,-
13308,रहेगी,रह,v,VM,f,sg,3,गा
13309,।,।,punc,SYM,-,-,-,-
13310,।,।,punc,SYM,-,-,-,-
13311,तुम्हारे,तुम,pn,PRP,m,sg,2,का
13312,भाई,भाई,n,NNC,m,pl,3,0
13313,-,-,punc,SYM,-,-,-,-
13314,भतीजे,भतीजा,n,NN,m,pl,3,0
13315,और,और,avy,CC,-,-,-,-
13316,नई,नया,adj,JJ,f,sg,-,-
13317,मां,माँ,n,NN,f,sg,3,0
13318,हंसी,हँसी,adv,RBC,-,-,-,-
13319,खुशी,खुशी,adv,RB,-,-,-,-
13320,रहें,रह,v,VM,any,pl,3,एं
13321,तुम्हारे,तुम,pn,PRP,m,sg,2,का
13322,कानूनी,कानूनी,adj,JJ,any,any,-,-
13323,कत्ल,कत्ल,n,NN,m,sg,3,0_में
13324,में,में,psp,PSP,-,-,-,-
13325,तो,तो,avy,CC,-,-,-,-
13326,क्या,क्या,pn,WQ,-,-,-,-
13327,बुराई,बुराई,n,NN,f,sg,3,0
13328,है,है,v,VM,any,sg,3,है
13329,।,।,punc,SYM,-,-,-,-
13330,।,।,punc,SYM,-,-,-,-
13331,मायके,मायका,n,NN,m,sg,3,0_से
13332,से,से,psp,PSP,-,-,-,-
13333,हक,हक,n,NN,m,sg,3,0
13334,छीना,छीन,v,VM,m,sg,3,या_जा+या1_है
13335,गया,जा,v,VAUX,m,sg,any,या1
13336,है,है,v,VAUX,any,sg,3,है
13337,।,।,punc,SYM,-,-,-,-
13338,।,।,punc,SYM,-,-,-,-
13339,हक,हक,n,NN,m,sg,3,0_का
13340,की,का,psp,PSP,f,sg,-,-
13341,बात,बात,n,NN,f,sg,3,0
13342,कर,कर,v,VM,f,sg,2,0_रह+या_है+ओ
13343,रही,रह,v,VAUX,f,sg,any,या
13344,हो,है,v,VAUX,any,sg,2,ओ
13345,हो,है,v,VAUX,any,sg,2,ओ
13346,यहां,यहाँ,pn,PRP,-,-,-,-
13347,तो,तो,avy,RP,-,-,-,-
13348,तुम्हारा,तुम,pn,PRP,m,sg,2,का
13349,साम्राज्य,साम्राज्य,n,NN,m,sg,3,0
13350,है,है,v,VM,any,sg,3,है
13351,।,।,punc,SYM,-,-,-,-
13352,।,।,punc,SYM,-,-,-,-
13353,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13354,-,-,punc,SYM,-,-,-,-
13355,देखो,देख,v,VM,any,sg,2,ओ
13356,मजाक,मजाक,n,NN,m,sg,3,0
13357,न,न,avy,NEG,-,-,-,-
13358,करो,कर,v,VM,any,sg,2,ओ
13359,।,।,punc,SYM,-,-,-,-
13360,।,।,punc,SYM,-,-,-,-
13361,अरे,अरे,avy,INJ,-,-,-,-
13362,उनका,वह,pn,PRP,m,pl,3,का
13363,इतना,इतना,adj,QF,m,sg,-,-
13364,तो,तो,avy,RP,-,-,-,-
13365,फर्ज,फर्ज,n,NN,m,sg,3,0
13366,बनता,बन,v,VM,m,sg,any,ता_था
13367,था,था,v,VAUX,m,sg,any,था
13368,कि,कि,avy,CC,-,-,-,-
13369,नहीं,नहीं,avy,NEG,-,-,-,-
13370,नहीं,नहीं,avy,NEG,-,-,-,-
13371,कि,कि,avy,CC,-,-,-,-
13372,वे,वह,pn,PRP,any,pl,3,0
13373,मुझसे,मैं,pn,PRP,any,sg,1,से
13374,राय,राय,n,NNC,f,sg,3,0
13375,मशविरा,मशविरा,n,NN,m,sg,3,0
13376,कर,कर,v,VM,any,pl,any,0_ले+ता
13377,लेते,ले,v,VAUX,m,pl,any,ता
13378,।,।,punc,SYM,-,-,-,-
13379,।,।,punc,SYM,-,-,-,-
13380,मेरी,मैं,pn,PRP,any,sg,1,का
13381,भी,भी,avy,RP,-,-,-,-
13382,इच्छा,इच्छा,n,NN,f,sg,3,0
13383,जान,जान,v,VM,any,pl,any,0_ले+ता
13384,लेते,ले,v,VAUX,m,pl,any,ता
13385,।,।,punc,SYM,-,-,-,-
13386,।,।,punc,SYM,-,-,-,-
13387,जबकि,जबकि,avy,CC,-,-,-,-
13388,दिल्ली,दिल्ली,n,NNP,f,sg,3,0_का
13389,के,का,psp,PSP,m,sg,-,-
13390,बैंक,बैंक,n,NN,m,sg,3,0_में
13391,में,में,psp,PSP,-,-,-,-
13392,जमा,जमा,adj,JJ,any,any,-,-
13393,रूपये,रूपया,n,NN,m,sg,3,0_को
13394,को,को,psp,PSP,-,-,-,-
13395,निकालने,निकाल,v,VM,any,any,any,ना_के_लिये
13396,के,के,psp,PSP,-,-,-,-
13397,लिये,लिये,psp,PSP,-,-,-,-
13398,मैने,मैं,pn,PRP,any,sg,1,ने
13399,दस्तख्त,दस्तख्त,n,NN,m,pl,3,0
13400,किये,कर,v,VM,m,pl,any,या_था
13401,थे,था,v,VAUX,m,pl,any,था
13402,ना,ना,avy,RP,-,-,-,-
13403,।,।,punc,SYM,-,-,-,-
13404,।,।,punc,SYM,-,-,-,-
13405,एक,एक,num,QC,any,any,-,-
13406,रूपये,रूपया,n,NN,m,sg,3,0
13407,लिये,ले,v,VM,m,sg,any,या
13408,बिना,बिना,avy,RP,-,-,-,-
13409,उल्टे,उल्टे,adv,RB,-,-,-,-
13410,अपने,अपना,pn,PRP,m,any,any,0
13411,ही,ही,avy,RP,-,-,-,-
13412,खर्च,खर्च,n,NN,m,sg,3,0
13413,हो,हो,v,VM,any,pl,any,0_जा+या1
13414,गये,जा,v,VAUX,m,pl,any,या1
13415,।,।,punc,SYM,-,-,-,-
13416,।,।,punc,SYM,-,-,-,-
13417,उनको,वह,pn,PRP,any,pl,3,को
13418,तो,तो,avy,RP,-,-,-,-
13419,तो,तो,avy,RP,-,-,-,-
13420,मालूम,मालूम,adj,JJ,any,any,-,-
13421,होगा,हो,v,VM,m,sg,3,गा
13422,ही,ही,avy,RP,-,-,-,-
13423,न,न,avy,RP,-,-,-,-
13424,कि,कि,avy,CC,-,-,-,-
13425,मां,माँ,n,NNC,f,sg,3,0
13426,-,-,punc,SYM,-,-,-,-
13427,बाप,बाप,n,NN,m,sg,3,0_का
13428,की,का,psp,PSP,f,sg,-,-
13429,सम्पति,सम्पति,n,NN,f,sg,3,0_में
13430,में,में,psp,PSP,-,-,-,-
13431,बेटी,बेटी,n,NN,f,sg,3,0_का
13432,का,का,psp,PSP,m,sg,-,-
13433,भी,भी,avy,RP,-,-,-,-
13434,बराबर,बराबर,n,NN,m,sg,3,0_का
13435,का,का,psp,PSP,m,sg,-,-
13436,हक,हक,n,NN,m,sg,3,0
13437,है,है,v,VM,any,sg,3,है
13438,।,।,punc,SYM,-,-,-,-
13439,।,।,punc,SYM,-,-,-,-
13440,अरे,अरे,avy,INJ,-,-,-,-
13441,मां,माँ,n,NNC,f,sg,3,0
13442,-,-,punc,SYM,-,-,-,-
13443,बाप,बाप,n,NN,m,sg,3,0_का
13444,की,का,psp,PSP,f,sg,-,-
13445,सम्पति,सम्पति,n,NN,f,sg,3,0_से
13446,से,से,psp,PSP,-,-,-,-
13447,मुझे,मैं,pn,PRP,any,sg,1,को
13448,हिस्सा,हिस्सा,n,NN,m,sg,3,0
13449,नहीं,नहीं,avy,NEG,-,-,-,-
13450,चाहिये,चाहिये,v,VM,any,sg,any,0_था
13451,था,था,v,VAUX,m,sg,any,था
13452,पर,पर,avy,CC,-,-,-,-
13453,उन्होंने,वह,pn,PRP,any,pl,3,ने
13454,मुझे,मैं,pn,PRP,any,sg,1,को
13455,मृत,मृत,adj,JJ,any,any,-,-
13456,घोषित,घोषित,adj,JJ,any,any,-,-
13457,क्यों,क्यों,pn,WQ,-,-,-,-
13458,कर,कर,v,VM,any,sg,any,0_दे+या
13459,दिया,दे,v,VAUX,m,sg,any,या
13460,?,?,punc,SYM,-,-,-,-
13461,?,?,punc,SYM,-,-,-,-
13462,आज,आज,n,NN,m,sg,3,0
13463,भी,भी,avy,RP,-,-,-,-
13464,मैं,मैं,pn,PRP,any,sg,1,0
13465,दवाई,दवाई,n,NN,f,sg,3,0_का
13466,के,का,psp,PSP,m,sg,-,-
13467,भरोसे,भरोसा,n,NN,m,sg,3,0
13468,चल,चल,v,VM,f,sg,1,0_रह+या_है
13469,रही,रह,v,VAUX,f,sg,any,या
13470,हूं,है,v,VAUX,any,sg,1,है
13471,।,।,punc,SYM,-,-,-,-
13472,।,।,punc,SYM,-,-,-,-
13473,मेरे,मैं,pn,PRP,m,sg,1,का
13474,भाई,भाई,n,NN,m,sg,3,0
13475,और,और,avy,CC,-,-,-,-
13476,सौतेली,सौतेला,adj,JJ,f,sg,-,-
13477,मां,माँ,n,NN,f,sg,3,0_ने
13478,ने,ने,psp,PSP,-,-,-,-
13479,मेरी,मैं,pn,PRP,f,sg,1,का
13480,मौत,मौत,n,NN,f,sg,3,0_का
13481,का,का,psp,PSP,m,sg,-,-
13482,हलफनामा,हलफनामा,n,NN,m,sg,3,0
13483,कचहरी,कचहरी,n,NN,f,sg,3,0_में
13484,में,में,psp,PSP,-,-,-,-
13485,दे,दे,v,VM,any,sg,any,0_दे+या
13486,दिया,दे,v,VAUX,m,sg,any,या
13487,।,।,punc,SYM,-,-,-,-
13488,।,।,punc,SYM,-,-,-,-
13489,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13490,-,-,punc,SYM,-,-,-,-
13491,चेहरे,चेहरा,n,NN,m,sg,3,0_पर
13492,पर,पर,psp,PSP,-,-,-,-
13493,बसन्त,बसंत,n,NN,m,sg,3,0
13494,लाओ,ला,v,VM,any,sg,2,ओ
13495,।,।,punc,SYM,-,-,-,-
13496,।,।,punc,SYM,-,-,-,-
13497,अभी,अभी,pn,PRP,-,-,-,-
13498,पतझड़,पतझड,n,NN,m,sg,3,0_का
13499,का,का,psp,PSP,m,sg,-,-
13500,मौसम,मौसम,n,NN,m,sg,3,0
13501,नहीं,नहीं,avy,NEG,-,-,-,-
13502,है,है,v,VM,any,sg,3,है
13503,।,।,punc,SYM,-,-,-,-
13504,।,।,punc,SYM,-,-,-,-
13505,ले,ले,v,VM,m,sg,2,0_जा+ना_दे+ओ
13506,जाने,जा,v,VAUX,m,sg,any,ना
13507,दो,दे,v,VAUX,any,sg,2,ओ
13508,अपने,अपना,pn,PRP,m,any,any,0_को
13509,को,को,psp,PSP,-,-,-,-
13510,वैसे,वैसा,pn,PRP,m,sg,3,0
13511,भी,भी,avy,RP,-,-,-,-
13512,नहीं,नहीं,avy,NEG,-,-,-,-
13513,चाहिये,चाहिये,v,VM,any,any,any,0
13514,वैसी,वैसा,pn,DEM,f,sg,3,-
13515,सम्पति,सम्पति,n,NN,f,sg,3,0
13516,।,।,punc,SYM,-,-,-,-
13517,।,।,punc,SYM,-,-,-,-
13518,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13519,-,-,punc,SYM,-,-,-,-
13520,हिस्से,हिस्सा,n,NN,m,sg,3,0_का
13521,का,का,psp,PSP,m,sg,-,-
13522,अफसोस,अफसोस,n,NN,m,sg,3,0
13523,नहीं,नहीं,avy,NEG,-,-,-,-
13524,है,है,v,VM,any,sg,3,है
13525,है,है,v,VM,any,sg,3,है
13526,जीते,जीते,adv,RBC,-,-,-,-
13527,जी,जी,adv,RB,-,-,-,-
13528,मार,मार,v,VM,any,any,any,0
13529,क्यों,क्यों,pn,WQ,-,-,-,-
13530,दिया,दे,v,VAUX,m,sg,any,या
13531,।,।,punc,SYM,-,-,-,-
13532,।,।,punc,SYM,-,-,-,-
13533,दुख,दुख,n,NN,m,sg,3,0
13534,तो,तो,avy,RP,-,-,-,-
13535,इस,यह,pn,DEM,any,sg,3,-
13536,बात,बात,n,NN,f,sg,3,0_का
13537,का,का,psp,PSP,m,sg,-,-
13538,है,है,v,VM,any,sg,3,है
13539,।,।,punc,SYM,-,-,-,-
13540,।,।,punc,SYM,-,-,-,-
13541,फर्जी,फर्जी,adj,JJ,any,any,-,-
13542,हलफनामे,हलफनामा,n,NN,m,sg,3,0_में
13543,में,में,psp,PSP,-,-,-,-
13544,कहा,कह,v,VM,m,sg,3,या_जा+या1_है
13545,गया,जा,v,VAUX,m,sg,any,या1
13546,है,है,v,VAUX,any,sg,3,है
13547,कि,कि,avy,CC,-,-,-,-
13548,हरिहर,हरिहर,n,NNP,m,sg,3,0_का
13549,की,का,psp,PSP,f,sg,-,-
13550,कोई,कोई,pn,PRP,any,sg,3,0
13551,बेटी,बेटी,n,NN,f,sg,3,0
13552,नहीं,नहीं,avy,NEG,-,-,-,-
13553,थी,था,v,VM,f,sg,any,था
13554,।,।,punc,SYM,-,-,-,-
13555,।,।,punc,SYM,-,-,-,-
13556,तुम,तुम,pn,PRP,any,sg,2,0
13557,बताओ,बता,v,VM,any,sg,2,ओ
13558,बताओ,बता,v,VM,any,sg,2,ओ
13559,मैं,मैं,pn,PRP,any,sg,1,0
13560,कहां,कहाँ,pn,WQ,-,-,-,0_से
13561,से,से,psp,PSP,-,-,-,-
13562,आई,आ,v,VM,f,sg,1,या_है
13563,हूं,है,v,VAUX,any,sg,1,है
13564,।,।,punc,SYM,-,-,-,-
13565,।,।,punc,SYM,-,-,-,-
13566,तुमको,तुम,pn,PRP,any,sg,2,को
13567,पता,पता,n,NN,m,sg,3,0
13568,है,है,v,VM,any,sg,3,है
13569,मृतको,मृतक,n,NN,m,pl,3,0_का
13570,का,का,psp,PSP,m,sg,-,-
13571,एसोशियन,एसोशियन,n,NN,m,sg,3,0
13572,बना,बन,v,VM,m,sg,3,या_हो+या_है
13573,हुआ,हो,v,VAUX,m,sg,any,या
13574,है,है,v,VAUX,any,sg,3,है
13575,।,।,punc,SYM,-,-,-,-
13576,।,।,punc,SYM,-,-,-,-
13577,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13578,-,-,punc,SYM,-,-,-,-
13579,क्या,क्या,pn,WQ,-,-,-,-
13580,तुमको,तुम,pn,PRP,any,sg,2,को
13581,नहीं,नहीं,avy,NEG,-,-,-,-
13582,लगता,लग,v,VM,m,sg,any,ता
13583,कि,कि,avy,CC,-,-,-,-
13584,मुझे,मैं,pn,PRP,any,sg,1,को
13585,अपने,अपना,pn,PRP,m,any,any,0
13586,मां,माँ,n,NNC,f,sg,3,0
13587,बाप,बाप,n,NN,m,sg,3,0_का
13588,की,का,psp,PSP,f,sg,-,-
13589,बेटी,बेटी,n,NN,f,sg,3,0
13590,कहलाने,कहला,v,VM,any,sg,any,ना_का
13591,का,का,psp,PSP,m,sg,-,-
13592,हक,हक,n,NN,m,sg,3,0
13593,कचहरी,कचहरी,n,NN,f,sg,3,0_से
13594,से,से,psp,PSP,-,-,-,-
13595,नहीं,नहीं,avy,NEG,-,-,-,-
13596,मिल,मिल,v,VM,any,sg,any,0_सक+ता
13597,सकता,सक,v,VAUX,m,sg,any,ता
13598,।,।,punc,SYM,-,-,-,-
13599,।,।,punc,SYM,-,-,-,-
13600,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13601,-,-,punc,SYM,-,-,-,-
13602,क्यों,क्यों,pn,WQ,-,-,-,-
13603,नहीं,नहीं,avy,NEG,-,-,-,-
13604,नहीं,नहीं,avy,NEG,-,-,-,-
13605,पर,पर,avy,CC,-,-,-,-
13606,ऐसा,ऐसा,pn,PRP,m,sg,3,0
13607,कर,कर,v,VM,any,any,any,0
13608,रिश्ते,रिश्ता,n,NN,m,sg,3,0_को
13609,को,को,psp,PSP,-,-,-,-
13610,खत्म,खत्म,adj,JJ,any,any,-,-
13611,नहीं,नहीं,avy,NEG,-,-,-,-
13612,करना,कर,v,VM,m,sg,3,ना_है
13613,है,है,v,VAUX,any,sg,3,है
13614,।,।,punc,SYM,-,-,-,-
13615,।,।,punc,SYM,-,-,-,-
13616,कानूनी,कानूनी,adj,JJ,any,any,-,-
13617,तौर,तौर,n,NN,m,sg,3,0_पर
13618,पर,पर,psp,PSP,-,-,-,-
13619,कागज,कागज,n,NN,m,sg,3,0_पर
13620,पर,पर,psp,PSP,-,-,-,-
13621,कत्ल,कत्ल,n,NN,m,sg,3,0
13622,हुआ,हो,v,VM,m,sg,3,या_है
13623,है,है,v,VAUX,any,sg,3,है
13624,ना,ना,avy,RP,-,-,-,-
13625,।,।,punc,SYM,-,-,-,-
13626,।,।,punc,SYM,-,-,-,-
13627,समाज,समाज,n,NN,m,sg,3,0
13628,तो,तो,avy,RP,-,-,-,-
13629,इसे,यह,pn,PRP,any,sg,3,को
13630,मान्यता,मान्यता,n,NN,f,sg,3,0
13631,नहीं,नहीं,avy,NEG,-,-,-,-
13632,दे,दे,v,VM,m,sg,3,0_रह+या_है
13633,रहा,रह,v,VAUX,m,sg,any,या
13634,है,है,v,VAUX,any,sg,3,है
13635,न,न,avy,RP,-,-,-,-
13636,।,।,punc,SYM,-,-,-,-
13637,।,।,punc,SYM,-,-,-,-
13638,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13639,-,-,punc,SYM,-,-,-,-
13640,क्या,क्या,pn,WQ,-,-,-,-
13641,यह,यह,pn,PRP,any,sg,3,0
13642,मेरे,मैं,pn,PRP,m,sg,1,0_साथ
13643,साथ,साथ,nst,NST,m,sg,3,-
13644,अन्याय,अन्याय,n,NN,m,sg,3,0
13645,नहीं,नहीं,avy,NEG,-,-,-,-
13646,नहीं,नहीं,avy,NEG,-,-,-,-
13647,।,।,punc,SYM,-,-,-,-
13648,।,।,punc,SYM,-,-,-,-
13649,क्या,क्या,pn,WQ,-,-,-,-
13650,कानूनी,कानूनी,adj,JJ,any,any,-,-
13651,तौर,तौर,n,NN,m,sg,3,0_पर
13652,पर,पर,psp,PSP,-,-,-,-
13653,रिश्ते,रिश्ता,n,NN,m,sg,3,0_का
13654,का,का,psp,PSP,m,sg,-,-
13655,खात्मा,खात्मा,n,NN,m,sg,3,0
13656,नहीं,नहीं,avy,NEG,-,-,-,-
13657,नहीं,नहीं,avy,NEG,-,-,-,-
13658,?,?,punc,SYM,-,-,-,-
13659,?,?,punc,SYM,-,-,-,-
13660,क्या,क्या,pn,WQ,-,-,-,-
13661,कानून,कानून,n,NN,m,sg,3,0_का
13662,की,का,psp,PSP,f,pl,-,-
13663,नजरों,नजर,n,NN,f,pl,3,0_में
13664,में,में,psp,PSP,-,-,-,-
13665,मरी,मर,v,VM,f,sg,1,या_पड+या_रह+ऊँ
13666,पड़ी,पड,v,VAUX,f,sg,any,या
13667,रहूं,रह,v,VAUX,any,sg,1,ऊँ
13668,।,।,punc,SYM,-,-,-,-
13669,।,।,punc,SYM,-,-,-,-
13670,कितने,कितना,pn,WQ,m,sg,3,0
13671,गुपचुप,गुपचुप,adj,JJ,any,any,-,-
13672,तरीके,तरीका,n,NN,m,sg,3,0_से
13673,से,से,psp,PSP,-,-,-,-
13674,मेरा,मैं,pn,PRP,m,sg,1,का
13675,कत्ल,कत्ल,n,NN,m,sg,3,0
13676,हो,हो,v,VM,any,sg,any,0_जा+या1
13677,गया,जा,v,VAUX,m,sg,any,या1
13678,और,और,avy,CC,-,-,-,-
13679,मुझे,मैं,pn,PRP,any,sg,1,को
13680,पता,पता,n,NN,m,sg,3,0
13681,ही,ही,avy,RP,-,-,-,-
13682,नहीं,नहीं,avy,NEG,-,-,-,-
13683,चला,चल,v,VM,m,sg,any,या
13684,।,।,punc,SYM,-,-,-,-
13685,।,।,punc,SYM,-,-,-,-
13686,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13687,-,-,punc,SYM,-,-,-,-
13688,हुआ,हो,v,VM,m,sg,3,या_है
13689,तो,तो,avy,RP,-,-,-,-
13690,है,है,v,VAUX,any,sg,3,है
13691,कत्ल,कत्ल,n,NN,m,sg,3,0
13692,पर,पर,avy,CC,-,-,-,-
13693,इसका,यह,pn,PRP,m,sg,3,का
13694,मतलब,मतलब,n,NN,m,sg,3,0
13695,तो,तो,avy,RP,-,-,-,-
13696,ये,यह,pn,PRP,any,sg,3,0
13697,नहीं,नहीं,avy,NEG,-,-,-,-
13698,नहीं,नहीं,avy,NEG,-,-,-,-
13699,कि,कि,avy,CC,-,-,-,-
13700,बदला,बदला,n,NN,m,sg,3,0
13701,लिया,ले,v,VM,m,sg,any,या_जा+एं
13702,जाये,जा,v,VAUX,m,sg,any,एं
13703,।,।,punc,SYM,-,-,-,-
13704,।,।,punc,SYM,-,-,-,-
13705,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13706,-,-,punc,SYM,-,-,-,-
13707,क्या,क्या,pn,WQ,-,-,-,-
13708,लड़की,लडकी,n,NN,f,sg,3,0
13709,इतनी,इतना,adj,QF,f,sg,-,-
13710,मजबूर,मजबूर,adj,JJ,any,any,-,-
13711,है,है,v,VM,any,sg,3,है
13712,कि,कि,avy,CC,-,-,-,-
13713,जीवन,जीवन,n,NN,m,sg,3,0
13714,भर,भर,avy,RP,-,-,-,-
13715,मर,मर,v,VM,any,any,any,0_कर
13716,-,-,punc,SYM,-,-,-,-
13717,मर,मर,v,RDP,any,any,any,0
13718,कर,कर,v,VAUX,any,any,any,0
13719,जीती,जी,v,VM,f,sg,any,ता_रह+एं
13720,रहे,रह,v,VAUX,m,sg,any,एं
13721,।,।,punc,SYM,-,-,-,-
13722,।,।,punc,SYM,-,-,-,-
13723,आखिर,आखिर,adv,RB,-,-,-,-
13724,मां,माँ,n,NNC,f,sg,3,0
13725,-,-,punc,SYM,-,-,-,-
13726,बाप,बाप,n,NN,m,sg,3,0
13727,",",COMMA,punc,SYM,-,-,-,-
13728,भाई,भाई,n,NNC,m,pl,3,0
13729,-,-,punc,SYM,-,-,-,-
13730,भतीजे,भतीजा,n,NN,m,pl,3,0
13731,और,और,avy,CC,-,-,-,-
13732,रिश्ते,रिश्ता,n,NN,m,sg,3,0_का
13733,के,का,psp,PSP,m,pl,-,-
13734,लोग,लोग,n,NN,m,pl,3,0
13735,कितना,कितना,pn,WQ,m,sg,3,0
13736,त्याग,त्याग,n,NN,m,sg,3,0
13737,चाहते,चाह,v,VM,m,pl,3,ता_है
13738,हैं,है,v,VAUX,any,pl,3,है
13739,।,।,punc,SYM,-,-,-,-
13740,।,।,punc,SYM,-,-,-,-
13741,लड़कियों,लडकी,n,NN,f,pl,3,0_का
13742,का,का,psp,PSP,m,sg,-,-
13743,मरण,मरण,n,NN,m,sg,3,0
13744,जन्म,जन्म,n,NN,m,sg,3,0_से_पहले
13745,से,से,psp,PSP,-,-,-,-
13746,पहले,पहले,nst,NST,m,sg,3,-
13747,हो,हो,v,VM,m,sg,3,0_जा_रह+या_है
13748,जा,जा,v,VAUX,any,any,any,0
13749,रहा,रह,v,VAUX,m,sg,any,या
13750,है,है,v,VAUX,any,sg,3,है
13751,।,।,punc,SYM,-,-,-,-
13752,।,।,punc,SYM,-,-,-,-
13753,मुझ,मैं,pn,PRP,any,sg,1,0_जैसा
13754,जैसी,जैसा,psp,PSP,f,pl,-,-
13755,कुछ,कुछ,avy,QF,-,-,-,-
13756,भाग्यशाली,भाग्यशाली,n,NN,m,pl,3,0
13757,जन्म,जन्म,n,NN,m,sg,3,0
13758,पा,पा,v,VM,f,pl,3,0_जा+ता_है
13759,भी,भी,avy,RP,-,-,-,-
13760,जातीं,जा,v,VAUX,f,pl,any,ता
13761,हैं,है,v,VAUX,any,pl,3,है
13762,तो,तो,avy,CC,-,-,-,-
13763,उन्हें,वह,pn,PRP,any,pl,3,को
13764,अपने,अपना,pn,PRP,m,any,any,0
13765,सगों,सगा,n,NN,m,pl,3,0_का
13766,के,का,psp,PSP,m,sg,-,-
13767,जुल्म,जुल्म,n,NN,m,sg,3,0_का
13768,का,का,psp,PSP,m,sg,-,-
13769,शिकार,शिकार,n,NN,m,sg,3,0
13770,होना,हो,v,VM,m,sg,3,ना_पड_जा+ता_है
13771,पड़,पड,v,VAUX,any,any,any,0
13772,जाता,जा,v,VAUX,m,sg,any,ता
13773,है,है,v,VAUX,any,sg,3,है
13774,।,।,punc,SYM,-,-,-,-
13775,।,।,punc,SYM,-,-,-,-
13776,सम्पति,सम्पति,n,NN,f,sg,3,0_से
13777,से,से,psp,PSP,-,-,-,-
13778,मैं,मैं,pn,PRP,any,sg,1,0
13779,खुद,खुद,pn,PRP,-,-,-,-
13780,बेदखल,बेदखल,adj,JJ,any,any,-,-
13781,हो,हो,v,VM,any,sg,any,0_जा+ता
13782,जाती,जा,v,VAUX,f,sg,any,ता
13783,जाती,जा,v,VAUX,f,sg,any,ता
13784,एक,एक,num,QC,any,any,-,-
13785,बार,बार,n,NN,f,sg,3,0
13786,मुझ,मैं,pn,PRP,any,sg,1,0_से
13787,से,से,psp,PSP,-,-,-,-
13788,पूछ,पूछ,v,VM,any,pl,any,0_ले+ता
13789,तो,तो,avy,RP,-,-,-,-
13790,लेते,ले,v,VAUX,m,pl,any,ता
13791,कत्ल,कत्ल,n,NN,m,sg,3,0
13792,करने,कर,v,VM,any,sg,3,ना_से_पहले
13793,से,से,psp,PSP,-,-,-,-
13794,पहले,पहले,nst,NST,m,sg,3,-
13795,।,।,punc,SYM,-,-,-,-
13796,।,।,punc,SYM,-,-,-,-
13797,वे,वह,pn,PRP,any,pl,3,0
13798,मुझे,मैं,pn,PRP,any,sg,1,को
13799,ही,ही,avy,RP,-,-,-,-
13800,नहीं,नहीं,avy,NEG,-,-,-,-
13801,नहीं,नहीं,avy,NEG,-,-,-,-
13802,नहीं,नहीं,avy,NEG,-,-,-,-
13803,मेरे,मैं,pn,PRP,any,sg,1,का
13804,भरे,भरा,adj,JJC,m,sg,-,-
13805,पूरे,पूरा,adj,JJ,m,sg,-,-
13806,परिवार,परिवार,n,NN,m,sg,3,0_का
13807,का,का,psp,PSP,m,sg,-,-
13808,कत्ल,कत्ल,n,NN,m,sg,3,0
13809,कर,कर,v,VM,m,pl,3,0_दे+या_है
13810,दिये,दे,v,VAUX,m,pl,any,या
13811,हैं,है,v,VAUX,any,pl,3,है
13812,।,।,punc,SYM,-,-,-,-
13813,।,।,punc,SYM,-,-,-,-
13814,इसका,यह,pn,PRP,m,sg,3,का
13815,जबाब,जबाब,n,NN,m,sg,3,0
13816,तो,तो,avy,RP,-,-,-,-
13817,देना,दे,v,VM,m,sg,any,ना_हो+गा
13818,ही,ही,avy,RP,-,-,-,-
13819,होगा,हो,v,VAUX,m,sg,any,गा
13820,।,।,punc,SYM,-,-,-,-
13821,।,।,punc,SYM,-,-,-,-
13822,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13823,-,-,punc,SYM,-,-,-,-
13824,सम्पति,सम्पति,n,NN,f,sg,3,0_से
13825,से,से,psp,PSP,-,-,-,-
13826,कोई,कोई,pn,PRP,any,sg,3,0
13827,मोह,मोह,n,NN,m,sg,3,0
13828,नहीं,नहीं,avy,NEG,-,-,-,-
13829,है,है,v,VM,any,sg,3,है
13830,।,।,punc,SYM,-,-,-,-
13831,।,।,punc,SYM,-,-,-,-
